 fatigue  weight_loss  restlessness  lethargy  irregular_sugar_level  blurred_and_distorted_vision  obesity  excessive_hunger  increased_appetite  polyuria,Endocrinologist
 fatigue  weight_loss  restlessness  lethargy  irregular_sugar_level  blurred_and_distorted_vision  obesity  excessive_hunger  increased_appetite  polyuria,Endocrinologist
 weight_loss  restlessness  lethargy  irregular_sugar_level  blurred_and_distorted_vision  obesity  excessive_hunger  increased_appetite  polyuria,Endocrinologist
 fatigue  restlessness  lethargy  irregular_sugar_level  blurred_and_distorted_vision  obesity  excessive_hunger  increased_appetite  polyuria,Endocrinologist
 fatigue  weight_loss  lethargy  irregular_sugar_level  blurred_and_distorted_vision  obesity  excessive_hunger  increased_appetite  polyuria,Endocrinologist
 fatigue  weight_loss  restlessness  irregular_sugar_level  blurred_and_distorted_vision  obesity  excessive_hunger  increased_appetite  polyuria,Endocrinologist
 fatigue  weight_loss  restlessness  lethargy  blurred_and_distorted_vision  obesity  excessive_hunger  increased_appetite  polyuria,Endocrinologist
 fatigue  weight_loss  restlessness  lethargy  irregular_sugar_level  obesity  excessive_hunger  increased_appetite  polyuria,Endocrinologist
 fatigue  weight_loss  restlessness  lethargy  irregular_sugar_level  blurred_and_distorted_vision  excessive_hunger  increased_appetite  polyuria,Endocrinologist
 fatigue  weight_loss  restlessness  lethargy  irregular_sugar_level  blurred_and_distorted_vision  obesity  increased_appetite  polyuria,Endocrinologist
 vomiting  sunken_eyes  dehydration  diarrhoea,Gastroenterologist
 vomiting  sunken_eyes  dehydration  diarrhoea,Gastroenterologist
 sunken_eyes  dehydration  diarrhoea,Gastroenterologist
 vomiting  dehydration  diarrhoea,Gastroenterologist
 vomiting  sunken_eyes  diarrhoea,Gastroenterologist
 vomiting  sunken_eyes  dehydration,Gastroenterologist
 vomiting  sunken_eyes  dehydration  diarrhoea,Gastroenterologist
 sunken_eyes  dehydration  diarrhoea,Gastroenterologist
 vomiting  dehydration  diarrhoea,Gastroenterologist
 vomiting  sunken_eyes  diarrhoea,Gastroenterologist
 fatigue  cough  high_fever  breathlessness  family_history  mucoid_sputum,Pediatrician
 cough  high_fever  breathlessness  family_history  mucoid_sputum,Pediatrician
 fatigue  high_fever  breathlessness  family_history  mucoid_sputum,Pediatrician
 fatigue  cough  breathlessness  family_history  mucoid_sputum,Pediatrician
 fatigue  cough  high_fever  family_history  mucoid_sputum,Pediatrician
 fatigue  cough  high_fever  breathlessness  mucoid_sputum,Pediatrician
 fatigue  cough  high_fever  breathlessness  family_history,Pediatrician
 fatigue  cough  high_fever  breathlessness  family_history  mucoid_sputum,Pediatrician
 cough  high_fever  breathlessness  family_history  mucoid_sputum,Pediatrician
 fatigue  high_fever  breathlessness  family_history  mucoid_sputum,Pediatrician
 headache  chest_pain  dizziness  loss_of_balance  lack_of_concentration,Cardiologist
 chest_pain  dizziness  loss_of_balance  lack_of_concentration,Cardiologist
 headache  dizziness  loss_of_balance  lack_of_concentration,Cardiologist
 headache  chest_pain  loss_of_balance  lack_of_concentration,Cardiologist
 headache  chest_pain  dizziness  lack_of_concentration,Cardiologist
 headache  chest_pain  dizziness  loss_of_balance,Cardiologist
 headache  chest_pain  dizziness  loss_of_balance  lack_of_concentration,Cardiologist
 chest_pain  dizziness  loss_of_balance  lack_of_concentration,Cardiologist
 headache  dizziness  loss_of_balance  lack_of_concentration,Cardiologist
 headache  chest_pain  loss_of_balance  lack_of_concentration,Cardiologist
 acidity  indigestion  headache  blurred_and_distorted_vision  excessive_hunger  stiff_neck  depression  irritability  visual_disturbances,Neurologist
 indigestion  headache  blurred_and_distorted_vision  excessive_hunger  stiff_neck  depression  irritability  visual_disturbances,Neurologist
 acidity  headache  blurred_and_distorted_vision  excessive_hunger  stiff_neck  depression  irritability  visual_disturbances,Neurologist
 acidity  indigestion  blurred_and_distorted_vision  excessive_hunger  stiff_neck  depression  irritability  visual_disturbances,Neurologist
 acidity  indigestion  headache  excessive_hunger  stiff_neck  depression  irritability  visual_disturbances,Neurologist
 acidity  indigestion  headache  blurred_and_distorted_vision  stiff_neck  depression  irritability  visual_disturbances,Neurologist
 acidity  indigestion  headache  blurred_and_distorted_vision  excessive_hunger  depression  irritability  visual_disturbances,Neurologist
 acidity  indigestion  headache  blurred_and_distorted_vision  excessive_hunger  stiff_neck  irritability  visual_disturbances,Neurologist
 acidity  indigestion  headache  blurred_and_distorted_vision  excessive_hunger  stiff_neck  depression  visual_disturbances,Neurologist
 acidity  indigestion  headache  blurred_and_distorted_vision  excessive_hunger  stiff_neck  depression  irritability,Neurologist
 back_pain  weakness_in_limbs  neck_pain  dizziness  loss_of_balance,Orthopedic specialist
 back_pain  weakness_in_limbs  neck_pain  dizziness  loss_of_balance,Orthopedic specialist
 weakness_in_limbs  neck_pain  dizziness  loss_of_balance,Orthopedic specialist
 back_pain  neck_pain  dizziness  loss_of_balance,Orthopedic specialist
 back_pain  weakness_in_limbs  dizziness  loss_of_balance,Orthopedic specialist
 back_pain  weakness_in_limbs  neck_pain  loss_of_balance,Orthopedic specialist
 back_pain  weakness_in_limbs  neck_pain  dizziness,Orthopedic specialist
 back_pain  weakness_in_limbs  neck_pain  dizziness  loss_of_balance,Orthopedic specialist
 weakness_in_limbs  neck_pain  dizziness  loss_of_balance,Orthopedic specialist
 back_pain  neck_pain  dizziness  loss_of_balance,Orthopedic specialist
 vomiting  headache  weakness_of_one_body_side  altered_sensorium,Neurosurgeon
 vomiting  headache  weakness_of_one_body_side  altered_sensorium,Neurosurgeon
 headache  weakness_of_one_body_side  altered_sensorium,Neurosurgeon
 vomiting  weakness_of_one_body_side  altered_sensorium,Neurosurgeon
 vomiting  headache  altered_sensorium,Neurosurgeon
 vomiting  headache  weakness_of_one_body_side,Neurosurgeon
 vomiting  headache  weakness_of_one_body_side  altered_sensorium,Neurosurgeon
 headache  weakness_of_one_body_side  altered_sensorium,Neurosurgeon
 vomiting  weakness_of_one_body_side  altered_sensorium,Neurosurgeon
 vomiting  headache  altered_sensorium,Neurosurgeon
itching  vomiting  fatigue  weight_loss  high_fever  yellowish_skin  dark_urine  abdominal_pain,Gastroenterologist
itching  vomiting  fatigue  weight_loss  high_fever  yellowish_skin  dark_urine  abdominal_pain,Gastroenterologist
 vomiting  fatigue  weight_loss  high_fever  yellowish_skin  dark_urine  abdominal_pain,Gastroenterologist
itching  fatigue  weight_loss  high_fever  yellowish_skin  dark_urine  abdominal_pain,Gastroenterologist
itching  vomiting  weight_loss  high_fever  yellowish_skin  dark_urine  abdominal_pain,Gastroenterologist
itching  vomiting  fatigue  high_fever  yellowish_skin  dark_urine  abdominal_pain,Gastroenterologist
itching  vomiting  fatigue  weight_loss  yellowish_skin  dark_urine  abdominal_pain,Gastroenterologist
itching  vomiting  fatigue  weight_loss  high_fever  dark_urine  abdominal_pain,Gastroenterologist
itching  vomiting  fatigue  weight_loss  high_fever  yellowish_skin  abdominal_pain,Gastroenterologist
itching  vomiting  fatigue  weight_loss  high_fever  yellowish_skin  dark_urine,Gastroenterologist
 chills  vomiting  high_fever  sweating  headache  nausea  muscle_pain,Physician
 chills  vomiting  high_fever  sweating  headache  nausea  diarrhoea  muscle_pain,Physician
 chills  vomiting  high_fever  sweating  headache  nausea  diarrhoea  muscle_pain,Physician
 vomiting  high_fever  sweating  headache  nausea  diarrhoea  muscle_pain,Physician
 chills  high_fever  sweating  headache  nausea  diarrhoea  muscle_pain,Physician
 chills  vomiting  sweating  headache  nausea  diarrhoea  muscle_pain,Physician
 chills  vomiting  high_fever  headache  nausea  diarrhoea  muscle_pain,Physician
 chills  vomiting  high_fever  sweating  nausea  diarrhoea  muscle_pain,Physician
 chills  vomiting  high_fever  sweating  headache  diarrhoea  muscle_pain,Physician
 chills  vomiting  high_fever  sweating  headache  nausea  muscle_pain,Physician
itching  skin_rash  fatigue  lethargy  high_fever  headache  loss_of_appetite  mild_fever  swelled_lymph_nodes  malaise  red_spots_over_body,Infectionspecialist
 skin_rash  fatigue  lethargy  high_fever  headache  loss_of_appetite  mild_fever  swelled_lymph_nodes  malaise  red_spots_over_body,Infectionspecialist
itching  fatigue  lethargy  high_fever  headache  loss_of_appetite  mild_fever  swelled_lymph_nodes  malaise  red_spots_over_body,Infectionspecialist
itching  skin_rash  lethargy  high_fever  headache  loss_of_appetite  mild_fever  swelled_lymph_nodes  malaise  red_spots_over_body,Infectionspecialist
itching  skin_rash  fatigue  high_fever  headache  loss_of_appetite  mild_fever  swelled_lymph_nodes  malaise  red_spots_over_body,Infectionspecialist
itching  skin_rash  fatigue  lethargy  headache  loss_of_appetite  mild_fever  swelled_lymph_nodes  malaise  red_spots_over_body,Infectionspecialist
itching  skin_rash  fatigue  lethargy  high_fever  loss_of_appetite  mild_fever  swelled_lymph_nodes  malaise  red_spots_over_body,Infectionspecialist
itching  skin_rash  fatigue  lethargy  high_fever  headache  mild_fever  swelled_lymph_nodes  malaise  red_spots_over_body,Infectionspecialist
itching  skin_rash  fatigue  lethargy  high_fever  headache  loss_of_appetite  swelled_lymph_nodes  malaise  red_spots_over_body,Infectionspecialist
itching  skin_rash  fatigue  lethargy  high_fever  headache  loss_of_appetite  mild_fever  malaise  red_spots_over_body,Infectionspecialist
 skin_rash  chills  joint_pain  vomiting  fatigue  high_fever  headache  nausea  loss_of_appetite  pain_behind_the_eyes  back_pain  muscle_pain  red_spots_over_body,Physician
 skin_rash  chills  joint_pain  vomiting  fatigue  high_fever  headache  nausea  loss_of_appetite  pain_behind_the_eyes  back_pain  malaise  red_spots_over_body,Physician
 skin_rash  chills  joint_pain  vomiting  fatigue  high_fever  headache  nausea  loss_of_appetite  pain_behind_the_eyes  back_pain  malaise  muscle_pain,Physician
 skin_rash  chills  joint_pain  vomiting  fatigue  high_fever  headache  nausea  loss_of_appetite  pain_behind_the_eyes  back_pain  malaise  muscle_pain  red_spots_over_body,Physician
 chills  joint_pain  vomiting  fatigue  high_fever  headache  nausea  loss_of_appetite  pain_behind_the_eyes  back_pain  malaise  muscle_pain  red_spots_over_body,Physician
 skin_rash  joint_pain  vomiting  fatigue  high_fever  headache  nausea  loss_of_appetite  pain_behind_the_eyes  back_pain  malaise  muscle_pain  red_spots_over_body,Physician
 skin_rash  chills  vomiting  fatigue  high_fever  headache  nausea  loss_of_appetite  pain_behind_the_eyes  back_pain  malaise  muscle_pain  red_spots_over_body,Physician
 skin_rash  chills  joint_pain  fatigue  high_fever  headache  nausea  loss_of_appetite  pain_behind_the_eyes  back_pain  malaise  muscle_pain  red_spots_over_body,Physician
 skin_rash  chills  joint_pain  vomiting  high_fever  headache  nausea  loss_of_appetite  pain_behind_the_eyes  back_pain  malaise  muscle_pain  red_spots_over_body,Physician
 skin_rash  chills  joint_pain  vomiting  fatigue  headache  nausea  loss_of_appetite  pain_behind_the_eyes  back_pain  malaise  muscle_pain  red_spots_over_body,Physician
 chills  vomiting  fatigue  high_fever  nausea  constipation  abdominal_pain  diarrhoea  toxic_look_(typhos)  belly_pain,Physician
 chills  vomiting  fatigue  high_fever  headache  constipation  abdominal_pain  diarrhoea  toxic_look_(typhos)  belly_pain,Physician
 chills  vomiting  fatigue  high_fever  headache  nausea  abdominal_pain  diarrhoea  toxic_look_(typhos)  belly_pain,Physician
 chills  vomiting  fatigue  high_fever  headache  nausea  constipation  diarrhoea  toxic_look_(typhos)  belly_pain,Physician
 chills  vomiting  fatigue  high_fever  headache  nausea  constipation  abdominal_pain  toxic_look_(typhos)  belly_pain,Physician
 chills  vomiting  fatigue  high_fever  headache  nausea  constipation  abdominal_pain  diarrhoea  belly_pain,Physician
 chills  vomiting  fatigue  high_fever  headache  nausea  constipation  abdominal_pain  diarrhoea  toxic_look_(typhos),Physician
 chills  vomiting  fatigue  high_fever  headache  nausea  constipation  abdominal_pain  diarrhoea  toxic_look_(typhos)  belly_pain,Physician
 chills  vomiting  fatigue  high_fever  headache  nausea  constipation  abdominal_pain  diarrhoea  toxic_look_(typhos)  belly_pain,Physician
 chills  fatigue  high_fever  headache  nausea  constipation  abdominal_pain  diarrhoea  toxic_look_(typhos)  belly_pain,Physician
 joint_pain  vomiting  yellowish_skin  dark_urine  nausea  loss_of_appetite  abdominal_pain  diarrhoea  mild_fever  yellowing_of_eyes  muscle_pain,Hepatologist
 joint_pain  vomiting  yellowish_skin  dark_urine  nausea  loss_of_appetite  abdominal_pain  diarrhoea  mild_fever  yellowing_of_eyes  muscle_pain,Hepatologist
 vomiting  yellowish_skin  dark_urine  nausea  loss_of_appetite  abdominal_pain  diarrhoea  mild_fever  yellowing_of_eyes  muscle_pain,Hepatologist
 joint_pain  yellowish_skin  dark_urine  nausea  loss_of_appetite  abdominal_pain  diarrhoea  mild_fever  yellowing_of_eyes  muscle_pain,Hepatologist
 joint_pain  vomiting  dark_urine  nausea  loss_of_appetite  abdominal_pain  diarrhoea  mild_fever  yellowing_of_eyes  muscle_pain,Hepatologist
 joint_pain  vomiting  yellowish_skin  nausea  loss_of_appetite  abdominal_pain  diarrhoea  mild_fever  yellowing_of_eyes  muscle_pain,Hepatologist
 joint_pain  vomiting  yellowish_skin  dark_urine  loss_of_appetite  abdominal_pain  diarrhoea  mild_fever  yellowing_of_eyes  muscle_pain,Hepatologist
 joint_pain  vomiting  yellowish_skin  dark_urine  nausea  abdominal_pain  diarrhoea  mild_fever  yellowing_of_eyes  muscle_pain,Hepatologist
 joint_pain  vomiting  yellowish_skin  dark_urine  nausea  loss_of_appetite  diarrhoea  mild_fever  yellowing_of_eyes  muscle_pain,Hepatologist
 joint_pain  vomiting  yellowish_skin  dark_urine  nausea  loss_of_appetite  abdominal_pain  mild_fever  yellowing_of_eyes  muscle_pain,Hepatologist
itching  fatigue  lethargy  yellowish_skin  dark_urine  loss_of_appetite  abdominal_pain  yellow_urine  yellowing_of_eyes  malaise  receiving_blood_transfusion  receiving_unsterile_injections,Hepatologist
itching  fatigue  lethargy  yellowish_skin  dark_urine  loss_of_appetite  abdominal_pain  yellow_urine  yellowing_of_eyes  malaise  receiving_blood_transfusion  receiving_unsterile_injections,Hepatologist
 fatigue  lethargy  yellowish_skin  dark_urine  loss_of_appetite  abdominal_pain  yellow_urine  yellowing_of_eyes  malaise  receiving_blood_transfusion  receiving_unsterile_injections,Hepatologist
itching  lethargy  yellowish_skin  dark_urine  loss_of_appetite  abdominal_pain  yellow_urine  yellowing_of_eyes  malaise  receiving_blood_transfusion  receiving_unsterile_injections,Hepatologist
itching  fatigue  yellowish_skin  dark_urine  loss_of_appetite  abdominal_pain  yellow_urine  yellowing_of_eyes  malaise  receiving_blood_transfusion  receiving_unsterile_injections,Hepatologist
itching  fatigue  lethargy  dark_urine  loss_of_appetite  abdominal_pain  yellow_urine  yellowing_of_eyes  malaise  receiving_blood_transfusion  receiving_unsterile_injections,Hepatologist
itching  fatigue  lethargy  yellowish_skin  loss_of_appetite  abdominal_pain  yellow_urine  yellowing_of_eyes  malaise  receiving_blood_transfusion  receiving_unsterile_injections,Hepatologist
itching  fatigue  lethargy  yellowish_skin  dark_urine  abdominal_pain  yellow_urine  yellowing_of_eyes  malaise  receiving_blood_transfusion  receiving_unsterile_injections,Hepatologist
itching  fatigue  lethargy  yellowish_skin  dark_urine  loss_of_appetite  yellow_urine  yellowing_of_eyes  malaise  receiving_blood_transfusion  receiving_unsterile_injections,Hepatologist
itching  fatigue  lethargy  yellowish_skin  dark_urine  loss_of_appetite  abdominal_pain  yellowing_of_eyes  malaise  receiving_blood_transfusion  receiving_unsterile_injections,Hepatologist
 fatigue  yellowish_skin  nausea  loss_of_appetite  family_history,Hepatologist
 fatigue  yellowish_skin  nausea  loss_of_appetite  yellowing_of_eyes  family_history,Hepatologist
 yellowish_skin  nausea  loss_of_appetite  yellowing_of_eyes  family_history,Hepatologist
 fatigue  nausea  loss_of_appetite  yellowing_of_eyes  family_history,Hepatologist
 fatigue  yellowish_skin  loss_of_appetite  yellowing_of_eyes  family_history,Hepatologist
 fatigue  yellowish_skin  nausea  yellowing_of_eyes  family_history,Hepatologist
 fatigue  yellowish_skin  nausea  loss_of_appetite  family_history,Hepatologist
 fatigue  yellowish_skin  nausea  loss_of_appetite  yellowing_of_eyes,Hepatologist
 fatigue  yellowish_skin  nausea  loss_of_appetite  yellowing_of_eyes  family_history,Hepatologist
 fatigue  yellowish_skin  nausea  loss_of_appetite  yellowing_of_eyes  family_history,Hepatologist
 joint_pain  vomiting  fatigue  yellowish_skin  dark_urine  nausea  loss_of_appetite  abdominal_pain  yellowing_of_eyes,Hepatologist
 vomiting  fatigue  yellowish_skin  dark_urine  nausea  loss_of_appetite  abdominal_pain  yellowing_of_eyes,Hepatologist
 joint_pain  fatigue  yellowish_skin  dark_urine  nausea  loss_of_appetite  abdominal_pain  yellowing_of_eyes,Hepatologist
 joint_pain  vomiting  yellowish_skin  dark_urine  nausea  loss_of_appetite  abdominal_pain  yellowing_of_eyes,Hepatologist
 joint_pain  vomiting  fatigue  dark_urine  nausea  loss_of_appetite  abdominal_pain  yellowing_of_eyes,Hepatologist
 joint_pain  vomiting  fatigue  yellowish_skin  nausea  loss_of_appetite  abdominal_pain  yellowing_of_eyes,Hepatologist
 joint_pain  vomiting  fatigue  yellowish_skin  dark_urine  loss_of_appetite  abdominal_pain  yellowing_of_eyes,Hepatologist
 joint_pain  vomiting  fatigue  yellowish_skin  dark_urine  nausea  abdominal_pain  yellowing_of_eyes,Hepatologist
 joint_pain  vomiting  fatigue  yellowish_skin  dark_urine  nausea  loss_of_appetite  yellowing_of_eyes,Hepatologist
 joint_pain  vomiting  fatigue  yellowish_skin  dark_urine  nausea  loss_of_appetite  abdominal_pain,Hepatologist
 joint_pain  vomiting  fatigue  high_fever  yellowish_skin  dark_urine  nausea  loss_of_appetite  abdominal_pain  yellowing_of_eyes  coma  stomach_bleeding,Hepatologist
 joint_pain  vomiting  fatigue  high_fever  yellowish_skin  dark_urine  nausea  loss_of_appetite  abdominal_pain  yellowing_of_eyes  acute_liver_failure  coma  stomach_bleeding,Hepatologist
 joint_pain  vomiting  fatigue  high_fever  yellowish_skin  dark_urine  nausea  loss_of_appetite  abdominal_pain  yellowing_of_eyes  acute_liver_failure  coma  stomach_bleeding,Hepatologist
 vomiting  fatigue  high_fever  yellowish_skin  dark_urine  nausea  loss_of_appetite  abdominal_pain  yellowing_of_eyes  acute_liver_failure  coma  stomach_bleeding,Hepatologist
 joint_pain  fatigue  high_fever  yellowish_skin  dark_urine  nausea  loss_of_appetite  abdominal_pain  yellowing_of_eyes  acute_liver_failure  coma  stomach_bleeding,Hepatologist
 joint_pain  vomiting  high_fever  yellowish_skin  dark_urine  nausea  loss_of_appetite  abdominal_pain  yellowing_of_eyes  acute_liver_failure  coma  stomach_bleeding,Hepatologist
 joint_pain  vomiting  fatigue  yellowish_skin  dark_urine  nausea  loss_of_appetite  abdominal_pain  yellowing_of_eyes  acute_liver_failure  coma  stomach_bleeding,Hepatologist
 joint_pain  vomiting  fatigue  high_fever  dark_urine  nausea  loss_of_appetite  abdominal_pain  yellowing_of_eyes  acute_liver_failure  coma  stomach_bleeding,Hepatologist
 joint_pain  vomiting  fatigue  high_fever  yellowish_skin  nausea  loss_of_appetite  abdominal_pain  yellowing_of_eyes  acute_liver_failure  coma  stomach_bleeding,Hepatologist
 joint_pain  vomiting  fatigue  high_fever  yellowish_skin  dark_urine  loss_of_appetite  abdominal_pain  yellowing_of_eyes  acute_liver_failure  coma  stomach_bleeding,Hepatologist
 vomiting  yellowish_skin  abdominal_pain  swelling_of_stomach  distention_of_abdomen  history_of_alcohol_consumption  fluid_overload,Gastroenterologist
 vomiting  yellowish_skin  abdominal_pain  swelling_of_stomach  distention_of_abdomen  history_of_alcohol_consumption  fluid_overload,Gastroenterologist
 yellowish_skin  abdominal_pain  swelling_of_stomach  distention_of_abdomen  history_of_alcohol_consumption  fluid_overload,Gastroenterologist
 vomiting  abdominal_pain  swelling_of_stomach  distention_of_abdomen  history_of_alcohol_consumption  fluid_overload,Gastroenterologist
 vomiting  yellowish_skin  swelling_of_stomach  distention_of_abdomen  history_of_alcohol_consumption  fluid_overload,Gastroenterologist
 vomiting  yellowish_skin  abdominal_pain  distention_of_abdomen  history_of_alcohol_consumption  fluid_overload,Gastroenterologist
 vomiting  yellowish_skin  abdominal_pain  swelling_of_stomach  history_of_alcohol_consumption  fluid_overload,Gastroenterologist
 vomiting  yellowish_skin  abdominal_pain  swelling_of_stomach  distention_of_abdomen  fluid_overload,Gastroenterologist
 vomiting  yellowish_skin  abdominal_pain  swelling_of_stomach  distention_of_abdomen  history_of_alcohol_consumption,Gastroenterologist
 vomiting  yellowish_skin  abdominal_pain  swelling_of_stomach  distention_of_abdomen  history_of_alcohol_consumption  fluid_overload,Gastroenterologist
 chills  vomiting  fatigue  weight_loss  cough  high_fever  breathlessness  sweating  loss_of_appetite  mild_fever  yellowing_of_eyes  swelled_lymph_nodes  malaise  phlegm  chest_pain  blood_in_sputum,Pulmonologist
 chills  vomiting  fatigue  weight_loss  cough  high_fever  breathlessness  sweating  loss_of_appetite  mild_fever  yellowing_of_eyes  swelled_lymph_nodes  malaise  phlegm  chest_pain  blood_in_sputum,Pulmonologist
 vomiting  fatigue  weight_loss  cough  high_fever  breathlessness  sweating  loss_of_appetite  mild_fever  yellowing_of_eyes  swelled_lymph_nodes  malaise  phlegm  chest_pain  blood_in_sputum,Pulmonologist
 chills  fatigue  weight_loss  cough  high_fever  breathlessness  sweating  loss_of_appetite  mild_fever  yellowing_of_eyes  swelled_lymph_nodes  malaise  phlegm  chest_pain  blood_in_sputum,Pulmonologist
 chills  vomiting  weight_loss  cough  high_fever  breathlessness  sweating  loss_of_appetite  mild_fever  yellowing_of_eyes  swelled_lymph_nodes  malaise  phlegm  chest_pain  blood_in_sputum,Pulmonologist
 chills  vomiting  fatigue  cough  high_fever  breathlessness  sweating  loss_of_appetite  mild_fever  yellowing_of_eyes  swelled_lymph_nodes  malaise  phlegm  chest_pain  blood_in_sputum,Pulmonologist
 chills  vomiting  fatigue  weight_loss  high_fever  breathlessness  sweating  loss_of_appetite  mild_fever  yellowing_of_eyes  swelled_lymph_nodes  malaise  phlegm  chest_pain  blood_in_sputum,Pulmonologist
 chills  vomiting  fatigue  weight_loss  cough  breathlessness  sweating  loss_of_appetite  mild_fever  yellowing_of_eyes  swelled_lymph_nodes  malaise  phlegm  chest_pain  blood_in_sputum,Pulmonologist
 chills  vomiting  fatigue  weight_loss  cough  high_fever  sweating  loss_of_appetite  mild_fever  yellowing_of_eyes  swelled_lymph_nodes  malaise  phlegm  chest_pain  blood_in_sputum,Pulmonologist
 chills  vomiting  fatigue  weight_loss  cough  high_fever  breathlessness  loss_of_appetite  mild_fever  yellowing_of_eyes  swelled_lymph_nodes  malaise  phlegm  chest_pain  blood_in_sputum,Pulmonologist
